,Index,Variant,Location,Country Code,2015-2020,2020-2025,2025-2030,2030-2035,2035-2040,2040-2045,2045-2050,2050-2055,2055-2060,2060-2065,2065-2070,2070-2075,2075-2080,2080-2085,2085-2090,2090-2095,2095-2100
27,15,No change,Burundi,108,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
28,62,No change,Cabo Verde,132,2.497,2.497,2.497,2.497,2.497,2.497,2.497,2.497,2.497,2.497,2.497,2.497,2.497,2.497,2.497,2.497,2.497
29,105,No change,Cambodia,116,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7
30,37,No change,Cameroon,120,4.95,4.95,4.95,4.95,4.95,4.95,4.95,4.95,4.95,4.95,4.95,4.95,4.95,4.95,4.95,4.95,4.95
31,222,No change,Canada,124,1.61,1.61,1.61,1.61,1.61,1.61,1.61,1.61,1.61,1.61,1.61,1.61,1.61,1.61,1.61,1.61,1.61
32,38,No change,Central African Republic,140,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1
33,39,No change,Chad,148,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31
34,211,No change,Chile,152,1.8199,1.8199,1.8199,1.8199,1.8199,1.8199,1.8199,1.8199,1.8199,1.8199,1.8199,1.8199,1.8199,1.8199,1.8199,1.8199,1.8199
35,78,No change,China,156,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6
36,79,No change,"China, Hong Kong SAR",344,1.2045,1.2045,1.2045,1.2045,1.2045,1.2045,1.2045,1.2045,1.2045,1.2045,1.2045,1.2045,1.2045,1.2045,1.2045,1.2045,1.2045
37,80,No change,"China, Macao SAR",446,1.1923,1.1923,1.1923,1.1923,1.1923,1.1923,1.1923,1.1923,1.1923,1.1923,1.1923,1.1923,1.1923,1.1923,1.1923,1.1923,1.1923
38,81,No change,"China, Taiwan Province of China",158,1.1058,1.1058,1.1058,1.1058,1.1058,1.1058,1.1058,1.1058,1.1058,1.1058,1.1058,1.1058,1.1058,1.1058,1.1058,1.1058,1.1058
39,212,No change,Colombia,170,1.9339,1.9339,1.9339,1.9339,1.9339,1.9339,1.9339,1.9339,1.9339,1.9339,1.9339,1.9339,1.9339,1.9339,1.9339,1.9339,1.9339
40,16,No change,Comoros,174,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6
41,40,No change,Congo,178,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86
42,200,No change,Costa Rica,188,1.8507,1.8507,1.8507,1.8507,1.8507,1.8507,1.8507,1.8507,1.8507,1.8507,1.8507,1.8507,1.8507,1.8507,1.8507,1.8507,1.8507
43,161,No change,Croatia,191,1.488,1.488,1.488,1.488,1.488,1.488,1.488,1.488,1.488,1.488,1.488,1.488,1.488,1.488,1.488,1.488,1.488
44,185,No change,Cuba,192,1.7057,1.7057,1.7057,1.7057,1.7057,1.7057,1.7057,1.7057,1.7057,1.7057,1.7057,1.7057,1.7057,1.7057,1.7057,1.7057,1.7057
45,119,No change,Cyprus,196,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38
46,138,No change,Czechia,203,1.4789,1.4789,1.4789,1.4789,1.4789,1.4789,1.4789,1.4789,1.4789,1.4789,1.4789,1.4789,1.4789,1.4789,1.4789,1.4789,1.4789
47,82,No change,Dem. People's Republic of Korea,408,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95
48,41,No change,Democratic Republic of the Congo,180,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4
49,148,No change,Denmark,208,1.73,1.73,1.73,1.73,1.73,1.73,1.73,1.73,1.73,1.73,1.73,1.73,1.73,1.73,1.73,1.73,1.73
50,17,No change,Djibouti,262,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1
51,187,No change,Dominican Republic,214,2.5262,2.5262,2.5262,2.5262,2.5262,2.5262,2.5262,2.5262,2.5262,2.5262,2.5262,2.5262,2.5262,2.5262,2.5262,2.5262,2.5262
52,213,No change,Ecuador,218,2.5863,2.5863,2.5863,2.5863,2.5863,2.5863,2.5863,2.5863,2.5863,2.5863,2.5863,2.5863,2.5863,2.5863,2.5863,2.5863,2.5863
53,47,No change,Egypt,818,3.381,3.381,3.381,3.381,3.381,3.381,3.381,3.381,3.381,3.381,3.381,3.381,3.381,3.381,3.381,3.381,3.381
54,201,No change,El Salvador,222,2.17,2.17,2.17,2.17,2.17,2.17,2.17,2.17,2.17,2.17,2.17,2.17,2.17,2.17,2.17,2.17,2.17
55,42,No change,Equatorial Guinea,226,4.9942,4.9942,4.9942,4.9942,4.9942,4.9942,4.9942,4.9942,4.9942,4.9942,4.9942,4.9942,4.9942,4.9942,4.9942,4.9942,4.9942
56,18,No change,Eritrea,232,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4
57,149,No change,Estonia,233,1.5908,1.5908,1.5908,1.5908,1.5908,1.5908,1.5908,1.5908,1.5908,1.5908,1.5908,1.5908,1.5908,1.5908,1.5908,1.5908,1.5908
58,19,No change,Ethiopia,231,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63
59,229,No change,Fiji,242,2.605,2.605,2.605,2.605,2.605,2.605,2.605,2.605,2.605,2.605,2.605,2.605,2.605,2.605,2.605,2.605,2.605
60,150,No change,Finland,246,1.77,1.77,1.77,1.77,1.77,1.77,1.77,1.77,1.77,1.77,1.77,1.77,1.77,1.77,1.77,1.77,1.77
61,174,No change,France,250,1.9821,1.9821,1.9821,1.9821,1.9821,1.9821,1.9821,1.9821,1.9821,1.9821,1.9821,1.9821,1.9821,1.9821,1.9821,1.9821,1.9821
62,214,No change,French Guiana,254,3.4543,3.4543,3.4543,3.4543,3.4543,3.4543,3.4543,3.4543,3.4543,3.4543,3.4543,3.4543,3.4543,3.4543,3.4543,3.4543,3.4543
63,239,No change,French Polynesia,258,2.0708,2.0708,2.0708,2.0708,2.0708,2.0708,2.0708,2.0708,2.0708,2.0708,2.0708,2.0708,2.0708,2.0708,2.0708,2.0708,2.0708
64,43,No change,Gabon,266,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
65,64,No change,Gambia,270,5.6226,5.6226,5.6226,5.6226,5.6226,5.6226,5.6226,5.6226,5.6226,5.6226,5.6226,5.6226,5.6226,5.6226,5.6226,5.6226,5.6226
66,120,No change,Georgia,268,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
67,175,No change,Germany,276,1.427,1.427,1.427,1.427,1.427,1.427,1.427,1.427,1.427,1.427,1.427,1.427,1.427,1.427,1.427,1.427,1.427
68,65,No change,Ghana,288,4.1803,4.1803,4.1803,4.1803,4.1803,4.1803,4.1803,4.1803,4.1803,4.1803,4.1803,4.1803,4.1803,4.1803,4.1803,4.1803,4.1803
69,162,No change,Greece,300,1.3434,1.3434,1.3434,1.3434,1.3434,1.3434,1.3434,1.3434,1.3434,1.3434,1.3434,1.3434,1.3434,1.3434,1.3434,1.3434,1.3434
70,188,No change,Grenada,308,2.1826,2.1826,2.1826,2.1826,2.1826,2.1826,2.1826,2.1826,2.1826,2.1826,2.1826,2.1826,2.1826,2.1826,2.1826,2.1826,2.1826
71,189,No change,Guadeloupe,312,1.9964,1.9964,1.9964,1.9964,1.9964,1.9964,1.9964,1.9964,1.9964,1.9964,1.9964,1.9964,1.9964,1.9964,1.9964,1.9964,1.9964
72,235,No change,Guam,316,2.4192,2.4192,2.4192,2.4192,2.4192,2.4192,2.4192,2.4192,2.4192,2.4192,2.4192,2.4192,2.4192,2.4192,2.4192,2.4192,2.4192
73,202,No change,Guatemala,320,3.1923,3.1923,3.1923,3.1923,3.1923,3.1923,3.1923,3.1923,3.1923,3.1923,3.1923,3.1923,3.1923,3.1923,3.1923,3.1923,3.1923
74,66,No change,Guinea,324,5.1345,5.1345,5.1345,5.1345,5.1345,5.1345,5.1345,5.1345,5.1345,5.1345,5.1345,5.1345,5.1345,5.1345,5.1345,5.1345,5.1345
75,67,No change,Guinea-Bissau,624,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9
76,215,No change,Guyana,328,2.5988,2.5988,2.5988,2.5988,2.5988,2.5988,2.5988,2.5988,2.5988,2.5988,2.5988,2.5988,2.5988,2.5988,2.5988,2.5988,2.5988
77,190,No change,Haiti,332,3.1299,3.1299,3.1299,3.1299,3.1299,3.1299,3.1299,3.1299,3.1299,3.1299,3.1299,3.1299,3.1299,3.1299,3.1299,3.1299,3.1299
78,203,No change,Honduras,340,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65
79,139,No change,Hungary,348,1.3318,1.3318,1.3318,1.3318,1.3318,1.3318,1.3318,1.3318,1.3318,1.3318,1.3318,1.3318,1.3318,1.3318,1.3318,1.3318,1.3318
80,151,No change,Iceland,352,1.9838,1.9838,1.9838,1.9838,1.9838,1.9838,1.9838,1.9838,1.9838,1.9838,1.9838,1.9838,1.9838,1.9838,1.9838,1.9838,1.9838
81,97,No change,India,356,2.4383,2.4383,2.4383,2.4383,2.4383,2.4383,2.4383,2.4383,2.4383,2.4383,2.4383,2.4383,2.4383,2.4383,2.4383,2.4383,2.4383
82,106,No change,Indonesia,360,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45
83,98,No change,Iran (Islamic Republic of),364,1.7453,1.7453,1.7453,1.7453,1.7453,1.7453,1.7453,1.7453,1.7453,1.7453,1.7453,1.7453,1.7453,1.7453,1.7453,1.7453,1.7453
84,121,No change,Iraq,368,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55
85,152,No change,Ireland,372,1.996,1.996,1.996,1.996,1.996,1.996,1.996,1.996,1.996,1.996,1.996,1.996,1.996,1.996,1.996,1.996,1.996
86,122,No change,Israel,376,3.044,3.044,3.044,3.044,3.044,3.044,3.044,3.044,3.044,3.044,3.044,3.044,3.044,3.044,3.044,3.044,3.044
87,163,No change,Italy,380,1.4275,1.4275,1.4275,1.4275,1.4275,1.4275,1.4275,1.4275,1.4275,1.4275,1.4275,1.4275,1.4275,1.4275,1.4275,1.4275,1.4275
88,191,No change,Jamaica,388,2.08,2.08,2.08,2.08,2.08,2.08,2.08,2.08,2.08,2.08,2.08,2.08,2.08,2.08,2.08,2.08,2.08
89,83,No change,Japan,392,1.4087,1.4087,1.4087,1.4087,1.4087,1.4087,1.4087,1.4087,1.4087,1.4087,1.4087,1.4087,1.4087,1.4087,1.4087,1.4087,1.4087
90,123,No change,Jordan,400,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6
91,88,No change,Kazakhstan,398,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7
92,20,No change,Kenya,404,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1
93,236,No change,Kiribati,296,3.7875,3.7875,3.7875,3.7875,3.7875,3.7875,3.7875,3.7875,3.7875,3.7875,3.7875,3.7875,3.7875,3.7875,3.7875,3.7875,3.7875
94,124,No change,Kuwait,414,2.05,2.05,2.05,2.05,2.05,2.05,2.05,2.05,2.05,2.05,2.05,2.05,2.05,2.05,2.05,2.05,2.05
95,89,No change,Kyrgyzstan,417,3.1167,3.1167,3.1167,3.1167,3.1167,3.1167,3.1167,3.1167,3.1167,3.1167,3.1167,3.1167,3.1167,3.1167,3.1167,3.1167,3.1167
96,107,No change,Lao People's Democratic Republic,418,2.93,2.93,2.93,2.93,2.93,2.93,2.93,2.93,2.93,2.93,2.93,2.93,2.93,2.93,2.93,2.93,2.93
97,153,No change,Latvia,428,1.4972,1.4972,1.4972,1.4972,1.4972,1.4972,1.4972,1.4972,1.4972,1.4972,1.4972,1.4972,1.4972,1.4972,1.4972,1.4972,1.4972
98,125,No change,Lebanon,422,1.7168,1.7168,1.7168,1.7168,1.7168,1.7168,1.7168,1.7168,1.7168,1.7168,1.7168,1.7168,1.7168,1.7168,1.7168,1.7168,1.7168
99,55,No change,Lesotho,426,3.26,3.26,3.26,3.26,3.26,3.26,3.26,3.26,3.26,3.26,3.26,3.26,3.26,3.26,3.26,3.26,3.26
100,68,No change,Liberia,430,4.8323,4.8323,4.8323,4.8323,4.8323,4.8323,4.8323,4.8323,4.8323,4.8323,4.8323,4.8323,4.8323,4.8323,4.8323,4.8323,4.8323
101,48,No change,Libya,434,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4
102,154,No change,Lithuania,440,1.594,1.594,1.594,1.594,1.594,1.594,1.594,1.594,1.594,1.594,1.594,1.594,1.594,1.594,1.594,1.594,1.594
103,176,No change,Luxembourg,442,1.5462,1.5462,1.5462,1.5462,1.5462,1.5462,1.5462,1.5462,1.5462,1.5462,1.5462,1.5462,1.5462,1.5462,1.5462,1.5462,1.5462
104,21,No change,Madagascar,450,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4
105,22,No change,Malawi,454,4.875,4.875,4.875,4.875,4.875,4.875,4.875,4.875,4.875,4.875,4.875,4.875,4.875,4.875,4.875,4.875,4.875
106,108,No change,Malaysia,458,2.1059,2.1059,2.1059,2.1059,2.1059,2.1059,2.1059,2.1059,2.1059,2.1059,2.1059,2.1059,2.1059,2.1059,2.1059,2.1059,2.1059
107,99,No change,Maldives,462,2.2228,2.2228,2.2228,2.2228,2.2228,2.2228,2.2228,2.2228,2.2228,2.2228,2.2228,2.2228,2.2228,2.2228,2.2228,2.2228,2.2228
108,69,No change,Mali,466,6.35,6.35,6.35,6.35,6.35,6.35,6.35,6.35,6.35,6.35,6.35,6.35,6.35,6.35,6.35,6.35,6.35
109,164,No change,Malta,470,1.4143,1.4143,1.4143,1.4143,1.4143,1.4143,1.4143,1.4143,1.4143,1.4143,1.4143,1.4143,1.4143,1.4143,1.4143,1.4143,1.4143
110,192,No change,Martinique,474,1.9525,1.9525,1.9525,1.9525,1.9525,1.9525,1.9525,1.9525,1.9525,1.9525,1.9525,1.9525,1.9525,1.9525,1.9525,1.9525,1.9525
111,70,No change,Mauritania,478,4.8816,4.8816,4.8816,4.8816,4.8816,4.8816,4.8816,4.8816,4.8816,4.8816,4.8816,4.8816,4.8816,4.8816,4.8816,4.8816,4.8816
112,23,No change,Mauritius,480,1.4859,1.4859,1.4859,1.4859,1.4859,1.4859,1.4859,1.4859,1.4859,1.4859,1.4859,1.4859,1.4859,1.4859,1.4859,1.4859,1.4859
113,24,No change,Mayotte,175,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1
114,204,No change,Mexico,484,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29
115,237,No change,Micronesia (Fed. States of),583,3.3255,3.3255,3.3255,3.3255,3.3255,3.3255,3.3255,3.3255,3.3255,3.3255,3.3255,3.3255,3.3255,3.3255,3.3255,3.3255,3.3255
116,84,No change,Mongolia,496,2.8325,2.8325,2.8325,2.8325,2.8325,2.8325,2.8325,2.8325,2.8325,2.8325,2.8325,2.8325,2.8325,2.8325,2.8325,2.8325,2.8325
117,165,No change,Montenegro,499,1.7103,1.7103,1.7103,1.7103,1.7103,1.7103,1.7103,1.7103,1.7103,1.7103,1.7103,1.7103,1.7103,1.7103,1.7103,1.7103,1.7103
118,49,No change,Morocco,504,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6
119,25,No change,Mozambique,508,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45
120,109,No change,Myanmar,104,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3
121,56,No change,Namibia,516,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6
122,100,No change,Nepal,524,2.3178,2.3178,2.3178,2.3178,2.3178,2.3178,2.3178,2.3178,2.3178,2.3178,2.3178,2.3178,2.3178,2.3178,2.3178,2.3178,2.3178
123,177,No change,Netherlands,528,1.732,1.732,1.732,1.732,1.732,1.732,1.732,1.732,1.732,1.732,1.732,1.732,1.732,1.732,1.732,1.732,1.732
124,230,No change,New Caledonia,540,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24
125,227,No change,New Zealand,554,2.0363,2.0363,2.0363,2.0363,2.0363,2.0363,2.0363,2.0363,2.0363,2.0363,2.0363,2.0363,2.0363,2.0363,2.0363,2.0363,2.0363
126,205,No change,Nicaragua,558,2.3183,2.3183,2.3183,2.3183,2.3183,2.3183,2.3183,2.3183,2.3183,2.3183,2.3183,2.3183,2.3183,2.3183,2.3183,2.3183,2.3183
127,71,No change,Niger,562,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4
128,72,No change,Nigeria,566,5.74,5.74,5.74,5.74,5.74,5.74,5.74,5.74,5.74,5.74,5.74,5.74,5.74,5.74,5.74,5.74,5.74
129,155,No change,Norway,578,1.8191,1.8191,1.8191,1.8191,1.8191,1.8191,1.8191,1.8191,1.8191,1.8191,1.8191,1.8191,1.8191,1.8191,1.8191,1.8191,1.8191
130,126,No change,Oman,512,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9
131,101,No change,Pakistan,586,3.72,3.72,3.72,3.72,3.72,3.72,3.72,3.72,3.72,3.72,3.72,3.72,3.72,3.72,3.72,3.72,3.72
132,206,No change,Panama,591,2.6002,2.6002,2.6002,2.6002,2.6002,2.6002,2.6002,2.6002,2.6002,2.6002,2.6002,2.6002,2.6002,2.6002,2.6002,2.6002,2.6002
133,231,No change,Papua New Guinea,598,3.8376,3.8376,3.8376,3.8376,3.8376,3.8376,3.8376,3.8376,3.8376,3.8376,3.8376,3.8376,3.8376,3.8376,3.8376,3.8376,3.8376
134,216,No change,Paraguay,600,2.5988,2.5988,2.5988,2.5988,2.5988,2.5988,2.5988,2.5988,2.5988,2.5988,2.5988,2.5988,2.5988,2.5988,2.5988,2.5988,2.5988
135,217,No change,Peru,604,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
136,110,No change,Philippines,608,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05
137,140,No change,Poland,616,1.3338,1.3338,1.3338,1.3338,1.3338,1.3338,1.3338,1.3338,1.3338,1.3338,1.3338,1.3338,1.3338,1.3338,1.3338,1.3338,1.3338
138,166,No change,Portugal,620,1.2831,1.2831,1.2831,1.2831,1.2831,1.2831,1.2831,1.2831,1.2831,1.2831,1.2831,1.2831,1.2831,1.2831,1.2831,1.2831,1.2831
139,193,No change,Puerto Rico,630,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52
140,127,No change,Qatar,634,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
141,85,No change,Republic of Korea,410,1.2331,1.2331,1.2331,1.2331,1.2331,1.2331,1.2331,1.2331,1.2331,1.2331,1.2331,1.2331,1.2331,1.2331,1.2331,1.2331,1.2331
142,141,No change,Republic of Moldova,498,1.2693,1.2693,1.2693,1.2693,1.2693,1.2693,1.2693,1.2693,1.2693,1.2693,1.2693,1.2693,1.2693,1.2693,1.2693,1.2693,1.2693
143,142,No change,Romania,642,1.484,1.484,1.484,1.484,1.484,1.484,1.484,1.484,1.484,1.484,1.484,1.484,1.484,1.484,1.484,1.484,1.484
144,143,No change,Russian Federation,643,1.6977,1.6977,1.6977,1.6977,1.6977,1.6977,1.6977,1.6977,1.6977,1.6977,1.6977,1.6977,1.6977,1.6977,1.6977,1.6977,1.6977
145,27,No change,Rwanda,646,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2
146,194,No change,Saint Lucia,662,1.5073,1.5073,1.5073,1.5073,1.5073,1.5073,1.5073,1.5073,1.5073,1.5073,1.5073,1.5073,1.5073,1.5073,1.5073,1.5073,1.5073
147,195,No change,Saint Vincent and the Grenadines,670,2.0084,2.0084,2.0084,2.0084,2.0084,2.0084,2.0084,2.0084,2.0084,2.0084,2.0084,2.0084,2.0084,2.0084,2.0084,2.0084,2.0084
148,240,No change,Samoa,882,4.1643,4.1643,4.1643,4.1643,4.1643,4.1643,4.1643,4.1643,4.1643,4.1643,4.1643,4.1643,4.1643,4.1643,4.1643,4.1643,4.1643
149,44,No change,Sao Tome and Principe,678,4.6677,4.6677,4.6677,4.6677,4.6677,4.6677,4.6677,4.6677,4.6677,4.6677,4.6677,4.6677,4.6677,4.6677,4.6677,4.6677,4.6677
